"","INSTNM","SCH_DEG","HCM2","MAIN","NUMBRANCH","PREDDEG","HIGHDEG","CONTROL","REGION","CCBASIC","CCUGPROF","CCSIZSET","HBCU","PBI","ANNHI","TRIBAL","AANAPII","HSI","NANTI","MENONLY","WOMENONLY"
"6651","Bull City Durham Beauty and Barber College",1.92616959064327,0,0,2,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"6652","Fortis College-Cutler Bay",1.92616959064327,0,0,4,1,2,3,5,3,12,2,"0","0","0","0","0","0","0","0","0"
"6653","Yeshiva Kollel Tifereth Elizer",1.92616959064327,0,1,1,3,3,2,2,18,5,17,"0","0","0","0","0","0","0","0","0"
"6654","Unitech Training Academy-Baton Rouge",1.92616959064327,0,0,7,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"6655","National American University-Garden City",1.92616959064327,0,0,33,3,0,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"6656","National American University-Watertown",1.92616959064327,0,0,33,3,0,3,4,1,1,1,"0","0","0","0","0","0","0","0","0"
"6657","National American University-Career Point College Teachout Site",1.92616959064327,0,0,33,1,2,3,6,20,15,16,"0","0","0","0","0","0","0","0","0"
"6658","Empire Beauty School-Tampa",1.92616959064327,0,0,14,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"6659","Empire Beauty School-Lakeland",1.92616959064327,0,0,10,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"6660","Advanced College-Stockton",1.92616959064327,0,0,2,2,0,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"6661","Galen College of Nursing-ARH",1.92616959064327,0,0,5,2,0,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"6662","The Chicago School of Professional Psychology at San Diego",1.92616959064327,0,0,6,4,0,2,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"6663","Unlimited Cosmetology School",1.92616959064327,0,1,1,1,1,3,5,1,1,1,"0","0","0","0","0","0","0","0","0"
"6664","Johnny Matthew's Hairdressing Training School",1.92616959064327,0,0,1,1,1,3,8,1,1,1,"0","0","0","0","0","0","0","0","0"
"6665","University of Wisconsin-Milwaukee Flex",1.92616959064327,0,0,1,3,3,1,3,16,13,16,"0","0","0","0","0","0","0","0","0"
"6666","University of Wisconsin-Parkside Flex",1.92616959064327,0,0,1,1,1,1,3,1,1,1,"0","0","0","0","0","0","0","0","0"
"6667","University of Wisconsin Colleges Flex",1.92616959064327,0,0,1,2,2,1,3,24,3,2,"0","0","0","0","0","0","0","0","0"
"6668","Platt College-Edge Tech Academy",1.92616959064327,0,0,10,1,0,3,6,1,1,1,"0","0","0","0","0","0","0","0","0"
"6669","Troy University-Phenix City Campus",3,0,0,4,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6670","Troy University-Montgomery Campus",3,0,0,4,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6671","Troy University-Dothan Campus",3,0,0,4,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6672","Troy University-Online",3,0,0,4,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6673","Troy University-Support Locations",3,0,0,4,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6674","Arkansas College of Barbering and Hair Design",1,0,0,2,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6675","Harding School of Theology",3,0,0,2,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6676","Career Academy of Hair Design-Siloam Springs",1,0,0,5,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6677","Career Academy of Hair Design-Rogers",1,0,0,5,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6678","Career Academy of Hair Design-Fayetteville",1,0,0,5,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6679","Career Academy of Hair Design - Fort Smith",1,0,0,5,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6680","University of Arkansas Community College at Hope - Texarkana",1,0,0,2,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6681","Alliant International University-Fresno",1,0,0,6,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6682","Alliant International University-Los Angeles",1,0,0,6,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6683","Alliant International University-San Francisco",1,0,0,6,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6684","Alliant International University-Irvine",1,0,0,6,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6685","Alliant International University-Sacramento",1,0,0,6,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6686","San Jose Campus",3,0,0,2,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6687","Franciscan School of Theology",1.92616959064327,0,0,2,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6688","Golden Gate University-Los Angeles",3,0,0,4,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6689","Golden Gate University-Seattle",3,0,0,4,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6690","Golden Gate University-Silicon Valley",3,0,0,4,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6691","Humphreys College-Modesto",3,0,0,2,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6692","International School of Cosmetology",1,0,0,3,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6693","ATEP at IVC",1,0,0,2,0,0,1,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6694","Life Pacific College-Ignite",3,0,0,2,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6695","Marymount University - Waterfront Campus",3,0,0,3,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6696","Marymount California University - Lakeside Campus",3,0,0,3,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6697","MiraCosta College - San Elijo Campus",1,0,0,2,0,0,1,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6698","Mount Saint Mary's University - Doheny Campus",3,0,0,2,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6699","San Diego State University-Imperial Valley Campus",3,0,0,2,0,0,1,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6700","San Joaquin General Hospital School of Radiation Technology",2,0,0,2,0,0,1,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6701","San Joaquin Valley College - Hanford",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6702","San Joaquin Valley College-Online",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6703","San Joaquin Valley College-Bakersfield",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6704","San Joaquin Valley College-Fresno",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6705","San Joaquin Valley College-Fresno Aviation",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6706","San Joaquin Valley College-Ontario",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6707","San Joaquin Valley College-Modesto",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6708","San Joaquin Valley College-Rancho Cordova",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6709","San Joaquin Valley College-Hesperia",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6710","San Joaquin Valley College-Temecula",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6711","San Joaquin Valley College-Lancaster",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6712","San Joaquin Valley College-San Diego",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6713","San Joaquin Valley College - Madera",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6714","San Joaquin Valley College - Delano",2,0,0,14,0,0,3,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6715","Jesuit School of Theology of Santa Clara University",3,0,0,2,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6716","Wright Institute (The) -",1.92616959064327,0,0,2,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6717","Colorado Technical University-Denver",3,0,0,2,0,0,3,7,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6718","Denver Seminary - Washington DC",3,0,0,2,0,0,2,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6719","Porter and Chester Institute of Rocky Hill",1,0,0,8,0,0,3,1,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6720","Porter and Chester Institute of Enfield",1,0,0,8,0,0,3,1,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6721","Porter and Chester Institute of Waterbury",1,0,0,8,0,0,3,1,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6722","Porter and Chester Institute of Chicopee",1,0,0,8,0,0,3,1,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6723","Porter and Chester Institute of Worcester",1,0,0,8,0,0,3,1,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6724","Porter and Chester Institute of Canton",1,0,0,8,0,0,3,1,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6725","Porter and Chester Institute of Woburn -closed 10/6/2017",1,0,0,8,0,0,3,1,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6726","Delaware Technical Community College-Owens",2,0,0,3,0,0,1,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6727","Delaware Technical Community College-Stanton/Wilmington",2,0,0,3,0,0,1,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6728","Strayer University-Takoma Park Campus",3,0,0,73,0,0,3,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6729","Barry University Law School",3,0,0,2,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6730","Keiser University-Melbourne",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6731","Keiser University-Tallahassee",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6732","Keiser University-Daytona",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6733","Keiser University-Lakeland",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6734","Keiser University- Miami",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6735","Keiser University-Orlando",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6736","Keiser University-Sarasota",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6737","Keiser University-Jacksonville",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6738","Keiser University-Tampa",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6739","Keiser University-Pembroke Pines",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6740","Keiser University-Port St Lucie",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6741","Keiser University-West Palm Beach",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6742","Keiser University-Ft Myers",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6743","Keiser University -  Clearwater",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6744","Keiser University - NPR",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6745","Keiser University - Residential",2,0,0,17,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6746","Maynard A. Traviss Career Center - Central Florida Aerospace Academy",1.92616959064327,0,0,2,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6747","Rasmussen College-New Port Richey",2,0,0,21,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6748","Rasmussen College-Fort Myers",2,0,0,21,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6749","Rasmussen College-Tampa/Brandon",2,0,0,21,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6750","Rasmussen College-Land O' Lakes",2,0,0,21,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6751","East Georgia State College - Statesboro",2,0,0,3,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6752","East Georgia State College - Augusta",2,0,0,3,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6753","Moody Theological Seminary and Graduate School--Michigan",3,0,0,3,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6754","Moody Bible Institute-Spokane",3,0,0,3,0,0,2,8,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6755","Saint Anthony College of Nursing - Highland Community College Campus",3,0,0,3,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6756","Saint Anthony College of Nursing - Sauk Valley Community College Campus",3,0,0,3,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6757","Triton College - Intl Union of Operating Engr Local 399 Trning Fac.",2,0,0,2,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6758","PJ's College of Cosmetology- Brownsburg",1,0,0,4,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6759","PJ's College of Cosmetology-Crestwood",1,0,0,4,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6760","PJ's College of Cosmetology- Jeffersonville",1,0,0,4,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6761","Ivy Tech Community College-Northcentral",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6762","Ivy Tech Community College-Columbus",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6763","Ivy Tech Community College-East Central",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6764","Ivy Tech Community College-Kokomo",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6765","Ivy Tech Community College-Lafayette",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6766","Ivy Tech Community College-Northeast",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6767","Ivy Tech Community College-South Central",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6768","Ivy Tech Community College-Southwest",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6769","Ivy Tech Community College-Wabash Valley",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6770","Ivy Tech Community College-Richmond",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6771","Ivy Tech Community College-Northwest",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6772","Ivy Tech Community College-Southeast",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6773","Ivy Tech Community College-Bloomington",1,0,0,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6774","Ivy Tech Community College-Central Indiana",1,0,1,14,0,0,1,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6775","Harrison College-Anderson",2,0,0,12,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6776","Harrison College-Columbus",2,0,0,12,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6777","Harrison College-Terre Haute",2,0,0,12,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6778","Harrison College-Lafayette",2,0,0,12,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6779","Harrison College-Indianapolis East",2,0,0,12,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6780","Harrison College-Evansville",2,0,0,12,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6781","Harrison College-Fort Wayne",2,0,0,12,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6782","Harrison College-Northwest",2,0,0,12,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6783","Harrison College-Elkhart",2,0,0,12,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6784","University of Notre Dame -",1.92616959064327,0,0,2,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6785","Graceland University - Independence",3,0,0,2,0,0,2,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6786","Baker University School of Nursing",3,0,0,3,0,0,2,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6787","Baker University School of Professional and Graduate Studies and Graduate School of Education",3,0,0,3,0,0,2,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6788","Coffeyville Technical Campus",2,0,0,3,0,0,1,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6789","Columbus Technical Campus",2,0,0,3,0,0,1,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6790","Bellarmine University - Bullitt County",3,0,0,3,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6791","Bellarmine University - Oldham County",3,0,0,3,0,0,2,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6792","PJ's College of Cosmetology- Greenfield",1,0,0,6,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6793","PJ's College of Cosmetology- Muncie",1,0,0,6,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6794","PJ's College of Cosmetology- Indianapolis",1,0,0,6,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6795","PJ's College of Cosmetology- Plainfield",1,0,0,6,0,0,3,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6796","PJ's College of Cosmetology- Louisville",1,0,0,6,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6797","Southeastern Louisiana University - EBR Parish School System Prof Dev",3,0,0,3,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6798","Southeastern Louisiana University - St Amant High School",3,0,0,3,0,0,1,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6799","Empire Beauty School-Bangor",1,0,0,10,0,0,3,1,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6800","Aesthetics Institute of Cosmetology - Winchester",1.92616959064327,0,0,2,0,0,3,5,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6801","Cecil College - Elkton Station",1.92616959064327,0,0,2,0,0,1,2,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6802","Baker College of Owosso",2,0,0,10,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6803","Baker College of Allen Park",2,0,0,10,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6804","Baker College of Auburn Hills",2,0,0,10,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6805","Baker College of Cadillac",2,0,0,10,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6806","Baker College of Clinton Township",2,0,0,10,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6807","Baker College of Jackson",2,0,0,10,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6808","Baker College of Muskegon",2,0,0,10,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6809","Baker College of Port Huron",2,0,0,10,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6810","Baker College Center for Graduate Studies",2,0,0,10,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6811","Davenport University-Warren Location",3,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6812","Davenport University-Kalamazoo Location",3,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6813","Davenport University-Lansing Location",3,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6814","Davenport University-Midland Location",3,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6815","Davenport University-Holland Location",3,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6816","Davenport University-Flint Location",3,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6817","Davenport University-Traverse City Location",3,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6818","Davenport University-Livonia Location",3,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6819","Davenport University-Grand Rapids Downtown",3,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6820","Davenport University - Treasury Site Dimondale",3,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6821","Davenport University - Wayne CCCD",1.92616959064327,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6822","Davenport University - Macomb CC",1.92616959064327,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6823","Davenport University - Schoolcraft College",1.92616959064327,0,0,14,0,0,2,3,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6824","Anoka-Ramsey Community College-Cambridge Campus",2,0,0,2,0,0,1,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6825","Central Lakes College-Staples Campus",2,0,0,2,0,0,1,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6826","M State - Detroit Lakes Campus",2,0,0,4,0,0,1,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
"6827","M State - Moorhead Campus",2,0,0,4,0,0,1,4,10.9724055188962,5.63077384523095,7.05863827234553,"0","0","0","0","0","0","0","0","0"
